,timestep,depth,Salinity,Theta
5494,5494,-773.1095,34.990963,6.8238025
5495,5495,-772.6888,34.990913,6.823434
5496,5496,-772.268,34.990868,6.823065
5497,5497,-771.8473,34.99082,6.822696
5498,5498,-771.4265,34.990776,6.822327
5499,5499,-771.0058,34.990726,6.8219585
5500,5500,-770.585,34.99068,6.8215895
5501,5501,-770.585,34.99068,6.8215895
5502,5502,-770.1315,34.990887,6.825682
5503,5503,-769.678,34.991093,6.8297744
5504,5504,-769.2244,34.9913,6.833867
5505,5505,-768.77094,34.991505,6.8379593
5506,5506,-768.3174,34.99171,6.842052
5507,5507,-767.86383,34.991917,6.8461447
5508,5508,-767.41034,34.992123,6.850237
5509,5509,-766.9568,34.99233,6.8543296
5510,5510,-766.5033,34.992535,6.858422
5511,5511,-766.04974,34.99274,6.8625145
5512,5512,-765.59625,34.992947,6.8666067
5513,5513,-765.1427,34.993153,6.8706994
5514,5514,-764.6892,34.99336,6.8747916
5515,5515,-764.23566,34.993565,6.8788843
5516,5516,-763.7821,34.99377,6.882977
5517,5517,-763.3286,34.993977,6.887069
5518,5518,-762.87506,34.994183,6.891162
5519,5519,-762.4216,34.99439,6.895254
5520,5520,-761.968,34.994595,6.899347
5521,5521,-761.5145,34.9948,6.903439
5522,5522,-761.061,34.995007,6.9075317
5523,5523,-760.6075,34.995213,6.911624
5524,5524,-760.15393,34.99542,6.9157166
5525,5525,-759.70044,34.995625,6.919809
5526,5526,-759.2469,34.99583,6.9239016
5527,5527,-758.79333,34.996037,6.9279943
5528,5528,-758.33984,34.996243,6.9320865
5529,5529,-757.8863,34.99645,6.936179
5530,5530,-757.4328,34.996655,6.9402714
5531,5531,-756.97925,34.99686,6.944364
5532,5532,-756.52576,34.997066,6.9484563
5533,5533,-756.0722,34.997272,6.952549
5534,5534,-755.6187,34.99748,6.956641
5535,5535,-755.16516,34.997684,6.960734
5536,5536,-754.7117,34.99789,6.964826
5537,5537,-754.2581,34.998096,6.968919
5538,5538,-753.80457,34.998302,6.9730115
5539,5539,-753.3511,34.99851,6.9771037
5540,5540,-752.8975,34.998714,6.9811964
5541,5541,-752.44403,34.99892,6.9852886
5542,5542,-751.9905,34.999126,6.9893813
5543,5543,-751.537,34.999332,6.9934735
5544,5544,-751.08344,34.99954,6.997566
5545,5545,-750.62994,34.999744,7.0016584
5546,5546,-750.1764,34.99995,7.005751
5547,5547,-749.72284,35.000156,7.009844
5548,5548,-749.26935,35.000362,7.013936
5549,5549,-748.8158,35.00057,7.0180287
5550,5550,-748.3623,35.000774,7.0221205
5551,5551,-747.90875,35.00098,7.0262136
5552,5552,-747.45526,35.001186,7.0303054
5553,5553,-747.0017,35.001392,7.034398
5554,5554,-746.5482,35.0016,7.0384903
5555,5555,-746.09467,35.001804,7.042583
5556,5556,-745.6412,35.00201,7.046675
5557,5557,-745.1876,35.002216,7.050768
5558,5558,-744.7341,35.002422,7.054861
5559,5559,-744.2806,35.00263,7.058953
5560,5560,-743.827,35.002834,7.0630455
5561,5561,-743.37354,35.00304,7.0671377
5562,5562,-742.92,35.003246,7.0712304
5563,5563,-742.4665,35.003452,7.0753226
5564,5564,-742.01294,35.00366,7.0794153
5565,5565,-741.55945,35.003864,7.0835075
5566,5566,-741.1059,35.00407,7.0876
5567,5567,-740.65234,35.004276,7.091693
5568,5568,-740.19885,35.004482,7.095785
5569,5569,-739.7453,35.00469,7.099878
5570,5570,-739.2918,35.004894,7.10397
5571,5571,-738.83826,35.0051,7.1080627
5572,5572,-738.38477,35.005306,7.112155
5573,5573,-737.9312,35.005512,7.1162477
5574,5574,-737.4777,35.00572,7.12034
5575,5575,-737.0242,35.005924,7.1244326
5576,5576,-736.5707,35.00613,7.128525
5577,5577,-736.1171,35.006336,7.1326175
5578,5578,-735.6636,35.006542,7.13671
5579,5579,-735.2101,35.00675,7.1408024
5580,5580,-734.75653,35.006954,7.144895
5581,5581,-734.30304,35.00716,7.1489873
5582,5582,-733.8495,35.007366,7.15308
5583,5583,-733.396,35.007572,7.157172
5584,5584,-732.94244,35.00778,7.161265
5585,5585,-732.48895,35.007984,7.165357
5586,5586,-732.0354,35.00819,7.16945
5587,5587,-731.58185,35.008396,7.1735425
5588,5588,-731.12836,35.008602,7.1776347
5589,5589,-730.6748,35.00881,7.1817274
5590,5590,-730.2213,35.009014,7.1858196
5591,5591,-729.76776,35.00922,7.1899123
5592,5592,-729.3143,35.009544,7.1947823
5593,5593,-728.8607,35.00994,7.2001314
5594,5594,-728.4072,35.010334,7.2054796
5595,5595,-727.9537,35.01073,7.210829
5596,5596,-727.5002,35.011124,7.2161775
5597,5597,-727.04663,35.01152,7.2215266
5598,5598,-726.5931,35.011913,7.226876
5599,5599,-726.1396,35.012306,7.2322245
5600,5600,-725.68604,35.012703,7.2375736
5601,5601,-725.23254,35.013096,7.242922
5602,5602,-724.779,35.013493,7.248271
5603,5603,-724.3255,35.013885,7.2536197
5604,5604,-723.87195,35.014282,7.258969
5605,5605,-723.41846,35.014675,7.2643175
5606,5606,-722.9649,35.01507,7.2696667
5607,5607,-722.5114,35.015465,7.275015
5608,5608,-722.05786,35.01586,7.280364
5609,5609,-721.6043,35.016254,7.285713
5610,5610,-721.1508,35.01665,7.291062
5611,5611,-720.69727,35.017044,7.296411
5612,5612,-720.2438,35.01744,7.3017597
5613,5613,-719.7902,35.017834,7.307109
5614,5614,-719.33673,35.01823,7.312457
5615,5615,-718.8832,35.018623,7.3178062
5616,5616,-718.4297,35.01902,7.323155
5617,5617,-717.97614,35.019413,7.328504
5618,5618,-717.5226,35.01981,7.3338532
5619,5619,-717.0691,35.020203,7.339202
5620,5620,-716.61554,35.0206,7.344551
5621,5621,-716.16205,35.020992,7.3498993
5622,5622,-715.7085,35.02139,7.3552485
5623,5623,-715.255,35.021782,7.360597
5624,5624,-714.80145,35.02218,7.3659463
5625,5625,-714.34796,35.02257,7.3712945
5626,5626,-713.8944,35.02297,7.3766437
5627,5627,-713.4409,35.02336,7.3819923
5628,5628,-712.98737,35.023758,7.3873415
5629,5629,-712.5338,35.02415,7.3926907
5630,5630,-712.0803,35.024548,7.3980393
5631,5631,-711.6268,35.02494,7.4033885
5632,5632,-711.1733,35.025337,7.4087367
5633,5633,-710.7197,35.02573,7.414086
5634,5634,-710.26624,35.026127,7.4194345
5635,5635,-709.8127,35.02652,7.4247837
5636,5636,-709.3592,35.026917,7.4301324
5637,5637,-708.90564,35.02731,7.4354815
5638,5638,-708.4521,35.027706,7.4408307
5639,5639,-707.9986,35.0281,7.446179
5640,5640,-707.54504,35.028496,7.451528
5641,5641,-707.09155,35.02889,7.4568768
5642,5642,-706.638,35.029285,7.462226
5643,5643,-706.1845,35.02968,7.467574
5644,5644,-705.73096,35.03007,7.4729238
5645,5645,-705.27747,35.030468,7.478272
5646,5646,-704.8239,35.03086,7.483621
5647,5647,-704.3704,35.031258,7.48897
5648,5648,-703.9169,35.03165,7.494319
5649,5649,-703.4633,35.032047,7.499668
5650,5650,-703.0098,35.03244,7.5050163
5651,5651,-702.5563,35.032837,7.5103655
5652,5652,-702.1028,35.03323,7.515714
5653,5653,-701.64923,35.033627,7.5210633
5654,5654,-701.19574,35.03402,7.526412
5655,5655,-700.7422,35.034416,7.531761
5656,5656,-700.2887,35.03481,7.5371094
5657,5657,-699.83514,35.035206,7.5424585
5658,5658,-699.3816,35.0356,7.5478077
5659,5659,-698.9281,35.035995,7.5531564
5660,5660,-698.47455,35.03639,7.5585055
5661,5661,-698.02106,35.036785,7.563854
5662,5662,-697.5675,35.037178,7.5692034
5663,5663,-697.114,35.037575,7.5745516
5664,5664,-696.66046,35.037968,7.5799007
5665,5665,-696.207,35.038364,7.5852494
5666,5666,-695.7534,35.038757,7.5905986
5667,5667,-695.2999,35.039154,7.5959473
5668,5668,-694.8464,35.039547,7.6012964
5669,5669,-694.3928,35.039944,7.6066456
5670,5670,-693.93933,35.040337,7.611994
5671,5671,-693.4858,35.040733,7.617343
5672,5672,-693.0323,35.041126,7.6226916
5673,5673,-692.57874,35.041523,7.628041
5674,5674,-692.12524,35.041916,7.633389
5675,5675,-691.6717,35.042313,7.6387386
5676,5676,-691.2182,35.042706,7.644087
5677,5677,-690.76465,35.043102,7.649436
5678,5678,-690.31116,35.043495,7.6547847
5679,5679,-689.8576,35.04389,7.660134
5680,5680,-689.40405,35.044415,7.6660385
5681,5681,-688.95056,35.045017,7.6722836
5682,5682,-688.497,35.045616,7.6785297
5683,5683,-688.0435,35.04622,7.684775
5684,5684,-687.58997,35.04682,7.691021
5685,5685,-687.1365,35.047424,7.6972666
5686,5686,-686.6829,35.048027,7.7035127
5687,5687,-686.22943,35.048626,7.709758
5688,5688,-685.7759,35.04923,7.716004
5689,5689,-685.3223,35.04983,7.72225
5690,5690,-684.86884,35.050434,7.728495
5691,5691,-684.4153,35.051037,7.734741
5692,5692,-683.9618,35.05164,7.7409863
5693,5693,-683.50824,35.05224,7.7472324
5694,5694,-683.05475,35.05284,7.753478
5695,5695,-682.6012,35.053444,7.759724
5696,5696,-682.1477,35.054047,7.7659693
5697,5697,-681.69415,35.05465,7.7722154
5698,5698,-681.24066,35.05525,7.7784605
5699,5699,-680.7871,35.05585,7.7847066
5700,5700,-680.33356,35.056454,7.7909527
5701,5701,-679.88007,35.057056,7.797198
5702,5702,-679.4265,35.05766,7.803444
5703,5703,-678.973,35.05826,7.8096895
5704,5704,-678.5195,35.05886,7.8159356
5705,5705,-678.066,35.059464,7.8221807
5706,5706,-677.6124,35.060066,7.828427
5707,5707,-677.15894,35.06067,7.834672
5708,5708,-676.7054,35.06127,7.840918
5709,5709,-676.25183,35.06187,7.847164
5710,5710,-675.79834,35.062473,7.8534093
5711,5711,-675.3448,35.063076,7.8596554
5712,5712,-674.8913,35.06368,7.8659005
5713,5713,-674.43774,35.06428,7.8721466
5714,5714,-673.98425,35.064884,7.878392
5715,5715,-673.5307,35.065483,7.8846383
5716,5716,-673.0772,35.066086,7.8908834
5717,5717,-672.62366,35.06669,7.8971295
5718,5718,-672.17017,35.06729,7.9033747
5719,5719,-671.7166,35.067894,7.909621
5720,5720,-671.26306,35.068493,7.915867
5721,5721,-670.8096,35.069096,7.922112
5722,5722,-670.356,35.0697,7.928358
5723,5723,-669.9025,35.0703,7.9346037
5724,5724,-669.449,35.070904,7.94085
5725,5725,-668.9955,35.071503,7.947095
5726,5726,-668.54193,35.072105,7.953341
5727,5727,-668.08844,35.07271,7.959586
5728,5728,-667.6349,35.07331,7.965832
5729,5729,-667.18134,35.073914,7.9720783
5730,5730,-666.72784,35.074516,7.9783235
5731,5731,-666.2743,35.075115,7.9845695
5732,5732,-665.8208,35.075718,7.990815
5733,5733,-665.36725,35.07632,7.9970613
5734,5734,-664.91376,35.076923,8.003306
5735,5735,-664.4602,35.077526,8.009552
5736,5736,-664.0067,35.078125,8.015798
5737,5737,-663.55316,35.078728,8.022044
5738,5738,-663.0997,35.07933,8.028289
5739,5739,-662.6461,35.079933,8.034535
5740,5740,-662.19257,35.080536,8.040781
5741,5741,-661.7391,35.08114,8.047027
5742,5742,-661.2855,35.081738,8.053272
5743,5743,-660.83203,35.08234,8.059518
5744,5744,-660.3785,35.082943,8.065763
5745,5745,-659.925,35.083546,8.072009
5746,5746,-659.47144,35.08415,8.078255
5747,5747,-659.01794,35.084747,8.0845
5748,5748,-658.5644,35.08535,8.090747
5749,5749,-658.1109,35.085953,8.096992
5750,5750,-657.65735,35.086555,8.103238
5751,5751,-657.2038,35.08716,8.109484
5752,5752,-656.7503,35.08776,8.115729
5753,5753,-656.29675,35.08836,8.121975
5754,5754,-655.84326,35.088963,8.128221
5755,5755,-655.3897,35.089565,8.134466
5756,5756,-654.9362,35.090168,8.140712
5757,5757,-654.48267,35.09077,8.146958
5758,5758,-654.0292,35.09137,8.153203
5759,5759,-653.5756,35.091972,8.15945
5760,5760,-653.1221,35.092575,8.165695
5761,5761,-652.6686,35.093178,8.171941
5762,5762,-652.215,35.09378,8.178186
5763,5763,-651.76154,35.094383,8.184432
5764,5764,-651.308,35.094982,8.190678
5765,5765,-650.8545,35.095585,8.196924
5766,5766,-650.40094,35.0963,8.204324
5767,5767,-649.94745,35.09701,8.211721
5768,5768,-649.4939,35.097725,8.219121
5769,5769,-649.0404,35.098434,8.226519
5770,5770,-648.58685,35.099148,8.233918
5771,5771,-648.1333,35.09986,8.241317
5772,5772,-647.6798,35.100574,8.248714
5773,5773,-647.22626,35.101288,8.256114
5774,5774,-646.77277,35.101997,8.263512
5775,5775,-646.3192,35.10271,8.270911
5776,5776,-645.8657,35.103424,8.278309
5777,5777,-645.4122,35.104137,8.285708
5778,5778,-644.9587,35.10485,8.293106
5779,5779,-644.5051,35.10556,8.300505
5780,5780,-644.0516,35.106274,8.307904
5781,5781,-643.5981,35.106987,8.315302
5782,5782,-643.14453,35.1077,8.322701
5783,5783,-642.69104,35.108414,8.330099
5784,5784,-642.2375,35.109127,8.337499
5785,5785,-641.784,35.109837,8.344896
5786,5786,-641.33044,35.11055,8.352295
5787,5787,-640.87695,35.111263,8.359694
5788,5788,-640.4234,35.111977,8.367092
5789,5789,-639.9699,35.11269,8.374491
5790,5790,-639.51636,35.1134,8.381889
5791,5791,-639.0628,35.114113,8.389289
5792,5792,-638.6093,35.114826,8.396687
5793,5793,-638.15576,35.11554,8.404086
5794,5794,-637.7023,35.116253,8.411484
5795,5795,-637.2487,35.116962,8.418882
5796,5796,-636.7952,35.117676,8.426281
5797,5797,-636.3417,35.11839,8.43368
5798,5798,-635.8882,35.119102,8.441078
5799,5799,-635.43463,35.119816,8.448477
5800,5800,-634.9811,35.120525,8.455876
5801,5801,-634.5276,35.12124,8.463274
5802,5802,-634.07404,35.121952,8.470673
5803,5803,-633.62054,35.122665,8.478071
5804,5804,-633.167,35.12338,8.48547
5805,5805,-632.7135,35.12409,8.492868
5806,5806,-632.25995,35.1248,8.500267
5807,5807,-631.80646,35.125515,8.507666
5808,5808,-631.3529,35.12623,8.515064
5809,5809,-630.8994,35.12694,8.522462
5810,5810,-630.44586,35.12765,8.529861
5811,5811,-629.9923,35.128365,8.53726
5812,5812,-629.5388,35.129078,8.544659
5813,5813,-629.08527,35.12979,8.552057
5814,5814,-628.6318,35.130505,8.559456
5815,5815,-628.1782,35.131214,8.5668545
5816,5816,-627.72473,35.131927,8.574253
5817,5817,-627.2712,35.13264,8.581652
5818,5818,-626.8177,35.133354,8.589049
5819,5819,-626.36414,35.134068,8.596449
5820,5820,-625.91064,35.134777,8.603847
5821,5821,-625.4571,35.13549,8.611246
5822,5822,-625.00354,35.136204,8.618645
5823,5823,-624.55005,35.136917,8.626043
5824,5824,-624.0965,35.13763,8.633442
5825,5825,-623.643,35.13834,8.64084
5826,5826,-623.18945,35.139053,8.648239
5827,5827,-622.73596,35.139767,8.655637
5828,5828,-622.2824,35.14048,8.663036
5829,5829,-621.8289,35.141193,8.670434
5830,5830,-621.37537,35.141907,8.677834
5831,5831,-620.9218,35.142616,8.685232
5832,5832,-620.4683,35.14333,8.69263
5833,5833,-620.0148,35.144043,8.700029
5834,5834,-619.5613,35.144756,8.707427
5835,5835,-619.1077,35.14547,8.714827
5836,5836,-618.65424,35.14618,8.722224
5837,5837,-618.2007,35.146893,8.729624
5838,5838,-617.7472,35.147606,8.737021
5839,5839,-617.29364,35.14832,8.744421
5840,5840,-616.84015,35.149033,8.751819
5841,5841,-616.3866,35.149742,8.759217
5842,5842,-615.93304,35.150455,8.766617
5843,5843,-615.47955,35.15117,8.774014
5844,5844,-615.026,35.151882,8.781414
5845,5845,-614.5725,35.152596,8.788812
5846,5846,-614.11896,35.153305,8.796211
5847,5847,-613.66547,35.15402,8.803609
5848,5848,-613.2119,35.15473,8.8110075
5849,5849,-612.7584,35.155426,8.819024
5850,5850,-612.3049,35.15612,8.827221
5851,5851,-611.8513,35.15681,8.835418
5852,5852,-611.3978,35.1575,8.843614
5853,5853,-610.9443,35.15819,8.85181
5854,5854,-610.4908,35.158882,8.860006
5855,5855,-610.03723,35.159576,8.868203
5856,5856,-609.58374,35.160267,8.876399
5857,5857,-609.1302,35.160957,8.884596
5858,5858,-608.6767,35.161648,8.892791
5859,5859,-608.22314,35.16234,8.900988
5860,5860,-607.76965,35.16303,8.9091835
5861,5861,-607.3161,35.163723,8.91738
5862,5862,-606.86255,35.164413,8.925577
5863,5863,-606.40906,35.165104,8.933773
5864,5864,-605.9555,35.165794,8.94197
5865,5865,-605.502,35.166485,8.950166
5866,5866,-605.04846,35.167175,8.958363
5867,5867,-604.595,35.16787,8.966558
5868,5868,-604.1414,35.16856,8.974755
5869,5869,-603.6879,35.16925,8.98295
5870,5870,-603.2344,35.16994,8.991147
5871,5871,-602.7808,35.17063,8.999344
5872,5872,-602.32733,35.17132,9.00754
5873,5873,-601.8738,35.172016,9.015737
5874,5874,-601.4203,35.172707,9.023932
5875,5875,-600.96674,35.173397,9.032129
5876,5876,-600.51324,35.174088,9.040325
5877,5877,-600.0597,35.174778,9.048522
5878,5878,-599.6062,35.175472,9.056718
5879,5879,-599.15265,35.176163,9.064915
5880,5880,-598.69916,35.176853,9.07311
5881,5881,-598.2456,35.177544,9.081306
5882,5882,-597.79205,35.178234,9.089503
5883,5883,-597.33856,35.178925,9.097699
5884,5884,-596.885,35.17962,9.105896
5885,5885,-596.4315,35.18031,9.114092
5886,5886,-595.97797,35.181,9.122289
5887,5887,-595.5245,35.18169,9.130485
5888,5888,-595.0709,35.18238,9.138681
5889,5889,-594.61743,35.18307,9.146876
5890,5890,-594.1639,35.183765,9.155073
5891,5891,-593.7104,35.184456,9.163269
5892,5892,-593.25684,35.185146,9.171466
5893,5893,-592.8033,35.185837,9.179663
5894,5894,-592.3498,35.186527,9.187859
5895,5895,-591.89624,35.18722,9.196055
5896,5896,-591.44275,35.187912,9.204251
5897,5897,-590.9892,35.188602,9.212448
5898,5898,-590.5357,35.189293,9.220644
5899,5899,-590.08215,35.189983,9.228841
5900,5900,-589.62866,35.190674,9.237036
5901,5901,-589.1751,35.19137,9.245233
5902,5902,-588.72156,35.19206,9.253429
5903,5903,-588.26807,35.19275,9.261625
5904,5904,-587.8145,35.19344,9.269822
5905,5905,-587.361,35.19413,9.278018
5906,5906,-586.9075,35.19482,9.286215
5907,5907,-586.454,35.195515,9.294411
5908,5908,-586.0004,35.196205,9.302608
5909,5909,-585.54694,35.196896,9.310803
5910,5910,-585.0934,35.197586,9.319
5911,5911,-584.6399,35.198277,9.327195
5912,5912,-584.18634,35.198967,9.335392
5913,5913,-583.7328,35.19966,9.343589
5914,5914,-583.2793,35.20035,9.351785
5915,5915,-582.82574,35.201042,9.359982
5916,5916,-582.37225,35.201733,9.368177
5917,5917,-581.9187,35.202423,9.376374
5918,5918,-581.4652,35.203117,9.38457
5919,5919,-581.01166,35.203808,9.392767
5920,5920,-580.55817,35.2045,9.400963
5921,5921,-580.1046,35.20519,9.409159
5922,5922,-579.65106,35.20588,9.4173565
5923,5923,-579.1976,35.20657,9.425551
5924,5924,-578.744,35.207264,9.433748
5925,5925,-578.2905,35.207954,9.441944
5926,5926,-577.837,35.208645,9.450141
5927,5927,-577.3835,35.209335,9.458337
5928,5928,-576.92993,35.210026,9.466534
5929,5929,-576.47644,35.210716,9.47473
5930,5930,-576.0229,35.211308,9.482255
5931,5931,-575.5694,35.21189,9.489761
5932,5932,-575.11584,35.212475,9.49727
5933,5933,-574.6623,35.213062,9.504778
5934,5934,-574.2088,35.213646,9.512285
5935,5935,-573.75525,35.214233,9.5197935
5936,5936,-573.30176,35.214817,9.5273
5937,5937,-572.8482,35.2154,9.534808
5938,5938,-572.3947,35.21599,9.5423155
5939,5939,-571.94116,35.21657,9.549824
5940,5940,-571.4877,35.21716,9.55733
5941,5941,-571.0341,35.217743,9.564838
5942,5942,-570.58057,35.218327,9.572347
5943,5943,-570.1271,35.218914,9.579854
5944,5944,-569.6735,35.219498,9.587361
5945,5945,-569.22003,35.220085,9.594869
5946,5946,-568.7665,35.22067,9.602377
5947,5947,-568.313,35.221252,9.609884
5948,5948,-567.85944,35.22184,9.617393
5949,5949,-567.40594,35.222424,9.624899
5950,5950,-566.9524,35.22301,9.632407
5951,5951,-566.4989,35.223595,9.6399145
5952,5952,-566.04535,35.22418,9.647423
5953,5953,-565.5918,35.224766,9.65493
5954,5954,-565.1383,35.22535,9.662437
5955,5955,-564.68475,35.225937,9.669946
5956,5956,-564.23126,35.22652,9.677453
5957,5957,-563.7777,35.227104,9.68496
5958,5958,-563.3242,35.22769,9.692468
5959,5959,-562.87067,35.228275,9.699976
5960,5960,-562.4172,35.228863,9.707483
5961,5961,-561.9636,35.229446,9.714991
5962,5962,-561.51013,35.23003,9.722498
5963,5963,-561.0566,35.230618,9.730006
5964,5964,-560.603,35.2312,9.7375145
5965,5965,-560.14954,35.23179,9.745022
5966,5966,-559.696,35.232372,9.752529
5967,5967,-559.2425,35.23296,9.760036
5968,5968,-558.78894,35.233543,9.767545
5969,5969,-558.33545,35.234127,9.775052
5970,5970,-557.8819,35.234715,9.782559
5971,5971,-557.4284,35.2353,9.790067
5972,5972,-556.97485,35.235886,9.797575
5973,5973,-556.5213,35.23647,9.805083
5974,5974,-556.0678,35.237053,9.81259
5975,5975,-555.61426,35.23764,9.820098
5976,5976,-555.16077,35.238224,9.827605
5977,5977,-554.7072,35.23881,9.835114
5978,5978,-554.2537,35.239395,9.842621
5979,5979,-553.8002,35.23998,9.850128
5980,5980,-553.3467,35.240566,9.8576355
5981,5981,-552.8931,35.24115,9.865144
5982,5982,-552.43964,35.241737,9.872651
5983,5983,-551.9861,35.24232,9.880158
5984,5984,-551.53253,35.242905,9.887667
5985,5985,-551.07904,35.243492,9.895174
5986,5986,-550.6255,35.244076,9.902682
5987,5987,-550.172,35.244663,9.910189
5988,5988,-549.71844,35.245247,9.917697
5989,5989,-549.26495,35.24583,9.925204
5990,5990,-548.8114,35.246418,9.932713
5991,5991,-548.3579,35.247,9.94022
5992,5992,-547.90436,35.24759,9.947727
5993,5993,-547.4508,35.248173,9.9552355
5994,5994,-546.9973,35.248756,9.962743
5995,5995,-546.54376,35.249344,9.970251
5996,5996,-546.0903,35.249928,9.977757
5997,5997,-545.6367,35.250515,9.985266
5998,5998,-545.1832,35.2511,9.992773
5999,5999,-544.7297,35.251682,10.000281
6000,6000,-544.2762,35.25227,10.007788
6001,6001,-543.82263,35.252853,10.015296
6002,6002,-543.36914,35.25344,10.022803
6003,6003,-542.9156,35.254025,10.030312
6004,6004,-542.46204,35.25461,10.03782
6005,6005,-542.00854,35.255196,10.045326
6006,6006,-541.555,35.25578,10.0528345
6007,6007,-541.1015,35.256367,10.060342
6008,6008,-540.64795,35.257057,10.0674095
6009,6009,-540.19446,35.257816,10.074222
6010,6010,-539.7409,35.25857,10.081035
6011,6011,-539.2874,35.259327,10.087847
6012,6012,-538.83386,35.260082,10.094661
6013,6013,-538.3803,35.260838,10.101474
6014,6014,-537.9268,35.261593,10.108286
6015,6015,-537.47327,35.262352,10.115099
6016,6016,-537.0198,35.263107,10.121911
6017,6017,-536.5662,35.263863,10.128724
6018,6018,-536.11273,35.264618,10.135536
6019,6019,-535.6592,35.265373,10.142349
6020,6020,-535.2057,35.26613,10.149161
6021,6021,-534.75214,35.266888,10.155974
6022,6022,-534.29865,35.267643,10.1627865
6023,6023,-533.8451,35.2684,10.1696
6024,6024,-533.39154,35.269154,10.176413
6025,6025,-532.93805,35.26991,10.183225
6026,6026,-532.4845,35.270664,10.190038
6027,6027,-532.031,35.271423,10.19685
6028,6028,-531.57745,35.27218,10.203663
6029,6029,-531.12396,35.272934,10.210475
6030,6030,-530.6704,35.27369,10.217288
6031,6031,-530.2169,35.274445,10.2241
6032,6032,-529.76337,35.2752,10.230913
6033,6033,-529.3099,35.27596,10.237725
6034,6034,-528.8563,35.276714,10.244538
6035,6035,-528.4028,35.27747,10.251351
6036,6036,-527.9493,35.278225,10.258163
6037,6037,-527.4957,35.27898,10.2649765
6038,6038,-527.04224,35.279736,10.271789
6039,6039,-526.5887,35.280495,10.278602
6040,6040,-526.1352,35.28125,10.285414
6041,6041,-525.68164,35.282005,10.292227
6042,6042,-525.22815,35.28276,10.299039
6043,6043,-524.7746,35.283516,10.305852
6044,6044,-524.32104,35.284275,10.312665
6045,6045,-523.86755,35.28503,10.319478
6046,6046,-523.414,35.285786,10.326291
6047,6047,-522.9605,35.28654,10.333103
6048,6048,-522.50696,35.287296,10.339916
6049,6049,-522.05347,35.28805,10.346728
6050,6050,-521.5999,35.28881,10.353541
6051,6051,-521.1464,35.289566,10.360353
6052,6052,-520.6929,35.29032,10.3671665
6053,6053,-520.2394,35.291077,10.373979
6054,6054,-519.7858,35.291832,10.380792
6055,6055,-519.3323,35.292587,10.387605
6056,6056,-518.8788,35.293346,10.394417
6057,6057,-518.42523,35.2941,10.40123
6058,6058,-517.97174,35.294857,10.408042
6059,6059,-517.5182,35.295612,10.414855
6060,6060,-517.0647,35.296368,10.421667
6061,6061,-516.61115,35.297123,10.42848
6062,6062,-516.15765,35.297882,10.435292
6063,6063,-515.7041,35.298637,10.442105
6064,6064,-515.25055,35.299393,10.448918
6065,6065,-514.79706,35.300148,10.45573
6066,6066,-514.3435,35.300903,10.4625435
6067,6067,-513.89,35.30166,10.469356
6068,6068,-513.43646,35.302418,10.476169
6069,6069,-512.983,35.303173,10.482981
6070,6070,-512.5294,35.30393,10.489794
6071,6071,-512.0759,35.304684,10.496606
6072,6072,-511.62238,35.30544,10.503419
6073,6073,-511.16885,35.306194,10.510232
6074,6074,-510.71533,35.306953,10.517044
6075,6075,-510.2618,35.30771,10.523857
6076,6076,-509.8083,35.308464,10.53067
6077,6077,-509.35477,35.30922,10.537482
6078,6078,-508.90125,35.309975,10.544295
6079,6079,-508.4477,35.31073,10.551108
6080,6080,-507.99417,35.31149,10.55792
6081,6081,-507.54065,35.312244,10.5647335
6082,6082,-507.08713,35.313,10.571546
6083,6083,-506.6336,35.313755,10.578359
6084,6084,-506.18008,35.31463,10.58526
6085,6085,-505.72656,35.315536,10.592186
6086,6086,-505.27304,35.31644,10.599111
6087,6087,-504.81952,35.31735,10.606036
6088,6088,-504.366,35.318253,10.612961
6089,6089,-503.91245,35.319157,10.619886
6090,6090,-503.45892,35.320065,10.626812
6091,6091,-503.0054,35.32097,10.633737
6092,6092,-502.55188,35.321877,10.640662
6093,6093,-502.09836,35.32278,10.647588
6094,6094,-501.64484,35.323685,10.654512
6095,6095,-501.1913,35.324593,10.661438
6096,6096,-500.7378,35.325497,10.668363
6097,6097,-500.28427,35.326405,10.675288
6098,6098,-499.83075,35.32731,10.682213
6099,6099,-499.3772,35.328213,10.689138
6100,6100,-498.92368,35.32912,10.696064
6101,6101,-498.47015,35.330025,10.70299
6102,6102,-498.01663,35.330933,10.709914
6103,6103,-497.5631,35.331837,10.71684
6104,6104,-497.1096,35.33274,10.723764
6105,6105,-496.65607,35.33365,10.73069
6106,6106,-496.20255,35.334553,10.737615
6107,6107,-495.74902,35.33546,10.74454
6108,6108,-495.2955,35.336365,10.751466
6109,6109,-494.84198,35.33727,10.75839
6110,6110,-494.38843,35.338177,10.765316
6111,6111,-493.9349,35.33908,10.772242
6112,6112,-493.48138,35.33999,10.779166
6113,6113,-493.02786,35.340893,10.786092
6114,6114,-492.57434,35.341797,10.793017
6115,6115,-492.12082,35.342705,10.799942
6116,6116,-491.6673,35.34361,10.806868
6117,6117,-491.21378,35.344517,10.813792
6118,6118,-490.76025,35.34542,10.820718
6119,6119,-490.30673,35.346325,10.827642
6120,6120,-489.85318,35.347233,10.834568
6121,6121,-489.39966,35.348137,10.841494
6122,6122,-488.94614,35.349045,10.848419
6123,6123,-488.4926,35.34995,10.855344
6124,6124,-488.0391,35.350853,10.862269
