timestep,depth,Salinity,lat,lon
439,-50.31215,36.167423,25.601171,-79.479164
440,-50.425613,36.168392,25.601171,-79.479164
441,-50.53908,36.16936,25.601171,-79.479164
442,-50.65255,36.17033,25.601171,-79.479164
443,-50.766018,36.171295,25.601171,-79.479164
444,-50.879482,36.172264,25.601171,-79.479164
445,-50.99295,36.173233,25.601171,-79.479164
446,-51.10642,36.174202,25.601171,-79.479164
447,-51.219887,36.175167,25.601171,-79.479164
448,-51.33335,36.176136,25.601171,-79.479164
449,-51.44682,36.177105,25.601171,-79.479164
450,-51.560287,36.178074,25.601171,-79.479164
451,-51.673756,36.17904,25.601171,-79.479164
452,-51.787224,36.180008,25.601171,-79.479164
453,-51.90069,36.180977,25.601171,-79.479164
454,-52.014156,36.181946,25.601171,-79.479164
455,-52.127625,36.18291,25.601171,-79.479164
456,-52.241093,36.18388,25.601171,-79.479164
457,-52.354557,36.18485,25.601171,-79.479164
458,-52.468025,36.185818,25.601171,-79.479164
459,-52.581493,36.186783,25.601171,-79.479164
460,-52.69496,36.18772,25.601171,-79.479164
461,-52.80843,36.188015,25.601171,-79.479164
462,-52.921894,36.188305,25.601171,-79.479164
463,-53.035362,36.188595,25.601171,-79.479164
464,-53.14883,36.18889,25.601171,-79.479164
465,-53.2623,36.18918,25.601171,-79.479164
466,-53.375763,36.18947,25.601171,-79.479164
467,-53.48923,36.189762,25.601171,-79.479164
468,-53.6027,36.190052,25.601171,-79.479164
469,-53.716167,36.190342,25.601171,-79.479164
470,-53.829636,36.190636,25.601171,-79.479164
471,-53.9431,36.190926,25.601171,-79.479164
472,-54.05657,36.19122,25.601171,-79.479164
473,-54.170036,36.19151,25.601171,-79.479164
474,-54.283504,36.1918,25.601171,-79.479164
475,-54.39697,36.192093,25.601171,-79.479164
476,-54.510437,36.192383,25.601171,-79.479164
477,-54.623905,36.192673,25.601171,-79.479164
478,-54.737373,36.192966,25.601171,-79.479164
479,-54.850838,36.193256,25.601171,-79.479164
480,-54.964306,36.193546,25.601171,-79.479164
481,-55.077774,36.19384,25.601171,-79.479164
482,-55.191242,36.19413,25.601171,-79.479164
483,-55.30471,36.19442,25.601171,-79.479164
484,-55.418175,36.194714,25.601171,-79.479164
485,-55.531643,36.195004,25.601171,-79.479164
486,-55.64511,36.195293,25.601171,-79.479164
487,-55.75858,36.195587,25.601171,-79.479164
488,-55.872044,36.195877,25.601171,-79.479164
489,-55.98551,36.196167,25.601171,-79.479164
490,-56.09898,36.19646,25.601171,-79.479164
491,-56.21245,36.19675,25.601171,-79.479164
492,-56.325916,36.19704,25.601171,-79.479164
493,-56.43938,36.197334,25.601171,-79.479164
494,-56.55285,36.197624,25.601171,-79.479164
495,-56.666317,36.197918,25.601171,-79.479164
496,-56.779785,36.198208,25.601171,-79.479164
497,-56.89325,36.198498,25.601171,-79.479164
498,-57.006718,36.19879,25.601171,-79.479164
499,-57.120186,36.19908,25.601171,-79.479164
500,-57.233654,36.19937,25.601171,-79.479164
501,-57.34712,36.199665,25.601171,-79.479164
502,-57.460587,36.199955,25.601171,-79.479164
503,-57.574055,36.200245,25.601171,-79.479164
504,-57.687523,36.20054,25.601171,-79.479164
505,-57.80099,36.20083,25.601171,-79.479164
506,-57.914455,36.20112,25.601171,-79.479164
507,-58.027924,36.201412,25.601171,-79.479164
508,-58.14139,36.201702,25.601171,-79.479164
509,-58.25486,36.201992,25.601171,-79.479164
510,-58.368324,36.202286,25.601171,-79.479164
511,-58.481792,36.202576,25.601171,-79.479164
512,-58.59526,36.202866,25.601171,-79.479164
513,-58.70873,36.20316,25.601171,-79.479164
514,-58.822197,36.20345,25.601171,-79.479164
515,-58.93566,36.20374,25.601171,-79.479164
516,-59.04913,36.204033,25.601171,-79.479164
517,-59.162598,36.204323,25.601171,-79.479164
518,-59.276066,36.204613,25.601171,-79.479164
519,-59.38953,36.204906,25.601171,-79.479164
520,-59.503,36.205196,25.601171,-79.479164
521,-59.616467,36.20549,25.601171,-79.479164
522,-59.729935,36.20578,25.601171,-79.479164
523,-59.843403,36.20607,25.601171,-79.479164
524,-59.956867,36.206364,25.601171,-79.479164
525,-60.070335,36.206654,25.601171,-79.479164
526,-60.183804,36.206944,25.601171,-79.479164
527,-60.29727,36.207184,25.601171,-79.479164
528,-60.410736,36.207138,25.601171,-79.479164
529,-60.524204,36.207092,25.601171,-79.479164
530,-60.637672,36.207047,25.601171,-79.479164
531,-60.75114,36.207,25.601171,-79.479164
532,-60.864605,36.206955,25.601171,-79.479164
533,-60.978073,36.20691,25.601171,-79.479164
534,-61.09154,36.206863,25.601171,-79.479164
535,-61.20501,36.206818,25.601171,-79.479164
536,-61.318478,36.20677,25.601171,-79.479164
537,-61.431942,36.206726,25.601171,-79.479164
538,-61.54541,36.20668,25.601171,-79.479164
539,-61.65888,36.206635,25.601171,-79.479164
540,-61.772346,36.20659,25.601171,-79.479164
541,-61.88581,36.206543,25.601171,-79.479164
542,-61.99928,36.206497,25.601171,-79.479164
543,-62.112747,36.20645,25.601171,-79.479164
544,-62.226215,36.206406,25.601171,-79.479164
545,-62.339684,36.20636,25.601171,-79.479164
546,-62.453148,36.206314,25.601171,-79.479164
547,-62.566616,36.20627,25.601171,-79.479164
548,-62.680084,36.206223,25.601171,-79.479164
549,-62.793552,36.206177,25.601171,-79.479164
550,-62.907017,36.20613,25.601171,-79.479164
551,-63.020485,36.206085,25.601171,-79.479164
552,-63.133953,36.20604,25.601171,-79.479164
553,-63.24742,36.205994,25.601171,-79.479164
554,-63.360886,36.205948,25.601171,-79.479164
555,-63.474354,36.205902,25.601171,-79.479164
556,-63.587822,36.205856,25.601171,-79.479164
557,-63.70129,36.20581,25.601171,-79.479164
558,-63.81476,36.205765,25.601171,-79.479164
559,-63.928223,36.20572,25.601171,-79.479164
560,-64.04169,36.205673,25.601171,-79.479164
561,-64.15516,36.205627,25.601171,-79.479164
562,-64.26863,36.20558,25.601171,-79.479164
563,-64.382095,36.205536,25.601171,-79.479164
564,-64.49556,36.20549,25.601171,-79.479164
565,-64.609024,36.205444,25.601171,-79.479164
566,-64.722496,36.2054,25.601171,-79.479164
567,-64.83596,36.205353,25.601171,-79.479164
